מוסד,רשות,מחוז תקשוב,מגזר,שם מפקח,שם מנהל,מספר כיתות בשכבה,מספר תלמידים בשכבה,תלמידים שביצעו משימה אחת לפחות,ממוצע משימות לתלמיד
178178-סאחורה מכין בנות,ירושלים,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,7,185,169,3.3
178194-על יסודי אלחית כפר עקב,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,עיסא נאסר,2,83,0,0
179754-כפר עקב חדש,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,3,85,85,3
184010-פריר בית חנינא,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,גורג נבר,3,107,0,0
186395-ראשית,גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,שרה אבישי,2,51,0,0
186908-אולפנא בני עקיבא נריה,מטה בנימין,ירושלים,יהודי,תמר אודס,יניב כהן,6,111,94,2.4
187575-ביס שמידט קולג' בנות,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,דיתריש בוימר,2,36,0,0
"188086-דמוקרטי ע""ש נדב",מודיעין מכבים רעות,ירושלים,יהודי,טל כהן,מירב ניר הוד,1,34,0,0
"192997-חט""ב עיסוויה בנים",ירושלים,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,5,153,143,2.7
193003-מקיף עיסוואיה לבנות,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,6,148,122,3.8
193185-אולפנת שעלי תורה,בית שמש,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,4,87,47,1.6
"198085-חט""ב ראס אל-עמוד",ירושלים,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,6,135,0,0
198192-תיכון צור באהר,ירושלים,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,6,130,96,4.1
237354-תיכון יחד,מודיעין מכבים רעות,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,4,136,114,1.5
238121-אולפנת נוגה,מטה יהודה,ירושלים,יהודי,תמר אודס,מרים לאה קורן,5,131,24,1.1
238493-יסודי אלאימאן לבנים,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,השאם בצבוצ,1,20,0,0
238501-יסודי אלאימאן בנות,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,מדלין חמורי,2,58,0,0
239871-סמהר לבנות,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,3,106,79,5.4
239905-ג'רוזלם סקול יסודי,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,מג'ד רביע,2,64,0,0
246041-אהבת ישראל,ירושלים,העיר ירושלים,יהודי,שירה יזדי,סיון דוד,1,27,25,3.1
247411-תיכון סנט טרקמנצ'ץ,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,נארק אברהמיאן,1,8,0,0
267930-אלמוסתקבל אלאהלייה,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,ענאיה אבו סנינה,1,29,0,0
"267955-ביה""ס אמליסון",ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,וסים עלי,1,22,0,0
338343-יסודי דאר אלאולאד,ירושלים,העיר ירושלים,ערבי,נור ח'טיב,אוסאמה מושעשע,1,22,0,0
338418-עתיד דביר בנים,בית שמש,ירושלים,יהודי,תמר אודס,אברהם שושן,4,79,65,3.6
338434-ברידג' אינטרנשיונל,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,שירין שחאדה,1,16,0,0
338483-אבו חאמד אלגזאלי,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,שירין אבראהים,2,31,0,0
"338509-חט""ב לבונה",בית אריה,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,4,76,67,4.1
338533-שדא אלוורד,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,סרין סאפי,1,16,0,0
"338616-שש שנתי אמי""ת בנות",מעלה אדומים,ירושלים,יהודי,יעקב עמר,רונית תשובה,4,77,50,1.4
343970-על יסודי מאר מטרי,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,ארגס עאסי,1,14,0,0
344911-אורט עירוני ד,מודיעין מכבים רעות,ירושלים,יהודי,ציפי יעקב,צופית חדד,7,205,189,2.8
346494-תיכון יד ביד,ירושלים,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דניאל עמוס דה שליט,2,52,16,2.6
347757-סאדברי ירושלים,ירושלים,העיר ירושלים,יהודי,אסנת עוזיאל,שחר יצחק גרוסמן,1,12,1,1
353458-יסודי שועפט,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,מופיד אבו גוש,2,45,16,1.3
353599-אהבת ישראל,בית שמש,ירושלים,יהודי,תמר אודס,עמיחי רוזנפלד,2,51,31,4.9
362046-רנסנס,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,אסמת גחלב,2,49,25,1.2
"368084-בי""ס ע""י אלאספניול",ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,סאלי רפידי,1,19,1,2
412676-דאר אל חכמה,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,אברהים דוויק,3,55,0,0
417832-חן נריה,גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,רוחמה ווגל,2,62,62,5.2
420018-על יסודי צור הדסה,צור הדסה,ירושלים,יהודי,ציפי יעקב,דביר קפלן,6,135,0,0
430074-מקור התקווה,ירושלים,העיר ירושלים,יהודי,שמחה שגית קליימן,יואל רוסו,1,9,0,0
430355-בית ספר יסודי אלפגר אלגדיד,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,זינב הנדי,2,55,0,0
430363-גיל אלמוסתקבל,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,ליאלי גומעה,2,35,0,0
430439-בית ספר רואא,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,מנאר עאבדין,2,42,0,0
440412-תיכון מקיף אלראזי,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,אלאא אלעדרה,3,93,0,0
440685-בית שכונת זגיר,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,רבא ארנאוט,2,69,0,0
440693-אלראזי,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,באסם דוויק,2,68,0,0
"440784-ראס אלעמוד ע""ס לבנות",ירושלים,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,5,111,39,2.9
"442780-אמי""ת בנות מודיעין",מודיעין מכבים רעות,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,6,135,88,1.9
442822-ברנקו וייס עין נקובה,מטה יהודה,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,4,84,38,1.9
442855-הרטמן בנות,ירושלים,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,3,89,59,2.1
"450270-אמי""ת בנים מודיעין",מודיעין מכבים רעות,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,4,117,68,1.2
460667-אולפנת אהבת ישראל,בית שמש,ירושלים,יהודי,תמר אודס,ורדית כהנא,2,65,53,1.9
477901-מקיף בית חנינה לבנות,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,6,163,31,2.4
478909-בית ספר יסודי נור אל,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,נדאא אבו כף,1,20,0,0
"499897-בי""ס אשרקאת אלג'ד",ירושלים,העיר ירושלים,ערבי,ענאן קאסם,מאגדה אבראהים חדר,1,36,0,0
511550-אום טובה לבנות,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,מחמד אבו טיר,3,97,62,1.2
511618-נווה הראל,גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,צפורה זקש,2,46,0,0
"511808-בי""ס יסודי מדל איסט",ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,ולאא אמבייד,2,30,0,0
512343-יסודי אלמסתקבל שועפט,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,נג'את עמורה,1,31,0,0
512459-הניסויי כפר אדומים,מטה בנימין,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,5,106,71,2
512509-קדם,גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,אהרון פרידלנדר,2,42,30,2.2
522441-אלפקיה,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,רובא מומני,2,66,0,0
"540500-ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ירושלים,יהודי,ציפי יעקב,ענבל לוי,6,181,91,1.8
611871-מבוא חורון בנות,מטה בנימין,ירושלים,יהודי,יוסף יעקב שינובר,אורה קראוז,2,40,2,2
615948-ישיבת מקור חיים,ירושלים,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,3,100,75,4
"615955-אח""י תקוע 2",גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,6,113,0,0
"615971-חב""ד בנות",בית שמש,ירושלים,יהודי,מרים ויצמן,חנה אריה,2,32,0,0
616151-נווה השחר,גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,טליה נחמה שקד,2,64,55,4.6
616508-אלסופרא,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,3,86,83,1.8
616961-ארתיקאא לשפות,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,מלכה טרביה עזאם,2,36,33,2.9
617019-אשבאל אלקודס,ירושלים,העיר ירושלים,ערבי,נור ח'טיב,מחמד הרבוק,2,49,43,3.9
634840-חיואר,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,מנאל דראושה,2,49,47,4.8
634857-אלפא,ירושלים,העיר ירושלים,ערבי,נור ח'טיב,אקרם אבראהים,2,47,40,2.4
641407-אלמתנבי,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,4,109,28,3.5
641415-רוואד אלקודס,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,4,113,97,1.8
641464-אבדאע לאומניות.,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,3,68,59,1.6
"641480-אולפנת בנ""ע שילה",מטה בנימין,ירושלים,יהודי,יעקב עמר,הדר ברינדל אטון,4,112,81,2.4
"641498-ישיבה תיכונית בנ""ע עלי",מטה בנימין,ירושלים,יהודי,יעקב עמר,עובדיה בן משה,3,65,54,4.1
641522-על יסודי אדם,ירושלים,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,הילה מור,3,54,0,0
641563-תיכון דרך,ירושלים,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יפעת נדב,3,61,39,1
641662-תבל תיכון רמות,ירושלים,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גילי סלומון,3,43,40,3.7
645424-ניסוי ארגנטינה,ירושלים,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גיל הלר,2,45,34,1.5
645986-בית הספר האמריקאי יר,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,אליזבט רייצ'ל אלבום,1,14,0,0
650028-אלקימה,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,יאסמין בלעום,2,40,18,4
650523-אולפנת בית אל,בית אל,ירושלים,יהודי,יעקב עמר,רעות רוחמה טסלר,3,82,73,2.9
668962-אלביאן מקיף,ירושלים,העיר ירושלים,ערבי,רנה ח'לף,ראשה ג'בר,2,51,43,2.1
"673822-התיכון הנכו""ן",מטה בנימין,ירושלים,יהודי,ציפי יעקב,רונית ברק,5,134,125,2.5
674564-ב''ס עהדונא,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,פרידה זגייר,1,58,0,0
676619-רוואד הטכנולוגי,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,מונה נאבולסי,5,115,0,0
"678433-ב""ס אלחסאד",ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,אשרף מגאהד,3,104,0,0
681288-תיכון לביא,מטה בנימין,ירושלים,יהודי,יעקב עמר,אברהם קימל,2,46,4,1.8
682351-מסע,ירושלים,העיר ירושלים,יהודי,שרה טוויל,-,2,57,0,0
715623-מקיף אלסלעה,ירושלים,העיר ירושלים,ערבי,רנה ח'לף,ולאא גול,3,88,42,3.2
718924-זו אלנוריין,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,עבדלנאצר סלים,1,28,0,0
722298-בית ספר יחיאל,מטה יהודה,ירושלים,יהודי,ליאת אלהרר כהן,יוסף סופר,1,19,0,0
725309-בית ספר אלעמליה אלנמ,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,מנאל גולאני,2,78,0,0
729145-בית ספר דאר אלהודה אלנמודג'יה,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,חמזה קיסי,2,64,0,0
743369-טרה סנטה בית חנינא,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,גורג אבו סעדה,1,16,15,3.5
746313-בית ספר עהדונא,ירושלים,העיר ירושלים,ערבי,נור ח'טיב,-,1,22,0,0
746529-בית ספר יסודי אלפארו,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,גאדה בשיתי,2,45,0,0
"746735-בי""ס אלמטאר",ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,גמאל ג'בארין,3,92,0,0
"747345-בי""ס אלמוסתקבל",ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,מלכה אבו עומר,1,32,0,0
747360-בית ספר יסודי אלסלאם,ירושלים,העיר ירושלים,ערבי,ח'לדון האדיה,סלאח יונס,2,58,0,0
747402-דאוחת אלאבדאע,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,מואייד אלעוקבי,6,206,0,0
754721-דאר אל חכמה,ירושלים,העיר ירושלים,ערבי,ענאן קאסם,רים תמימי,3,62,0,0
757583-בית ספר סמירא מיס,ירושלים,העיר ירושלים,ערבי,נגוהה פרחאת,ראנייה גועבה,3,74,0,0
758227-יסודי אלאימאן בנים,ירושלים,העיר ירושלים,ערבי,מחמד אזברגה,מואיד נאצר,3,81,0,0
759134-סדנת שילוב יובלים,גוש עציון,ירושלים,יהודי,יעקב מאיר קושלבסקי,ימימה ספרא,1,6,0,0
"770727-אולפנת בנ""ע טל רמות",ירושלים,העיר ירושלים,יהודי,שרה טוויל,יסכה לב,2,59,18,1.3
771089-התיכון הניסויי,ירושלים,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גיל שלה,3,58,43,1.5
